uf,codigo_municipio,municipio,CÓDIGO DO MUNICÍPIO - IBGE,populacao,estabelecimentos_food_service,food_service_por_100mil,estabelecimentos_recentes,taxa_recencia,porte_dominante,porte_maior,taxa_porte_maior,Microempresa,Empresa de Pequeno Porte,Demais,Não informado,Não encontrado,segmento_dominante,total_segmentos,Alimentação preparada,Cantinas,Catering empresarial,Eventos e buffet,Lanchonetes,Outros Food Service,Padarias e confeitaria,Restaurantes
MA,917,SAO JOAO BATISTA,2111003.0,18871.0,21,111.28186105664776,11,52.38095238095239,Microempresa,3,14.285714285714285,18,2,1,0,0,Lanchonetes,21,1,0,4,1,6,2,2,5
PI,1149,PALMEIRAIS,2207504.0,13439.0,21,156.2616266091227,10,47.61904761904761,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,3,0,0,2,2,2,5,7
SP,6147,ANHUMAS,3502408.0,4126.0,21,508.9675230247213,13,61.904761904761905,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,1,0,0,2,6,4,2,6
RS,8483,BOQUEIRAO DO LEAO,4302451.0,6202.0,21,338.6004514672686,9,42.857142857142854,Microempresa,1,4.761904761904762,20,1,0,0,0,Padarias e confeitaria,21,0,0,0,0,2,3,9,7
CE,1263,MIRAIMA,2308377.0,14912.0,21,140.82618025751074,10,47.61904761904761,Microempresa,0,0.0,21,0,0,0,0,Padarias e confeitaria,21,2,0,0,2,3,2,6,6
SP,820,SANTA CRUZ DA ESPERANCA,3546256.0,2173.0,21,966.4058904739991,12,57.14285714285714,Microempresa,0,0.0,21,0,0,0,0,Outros Food Service,21,0,0,0,0,7,8,0,6
SP,796,FERNAO,3515657.0,1695.0,21,1238.9380530973451,11,52.38095238095239,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,2,0,1,0,6,6,0,6
BA,3525,GENTIO DO OURO,2911303.0,11287.0,21,186.0547532559582,13,61.904761904761905,Microempresa,1,4.761904761904762,20,1,0,0,0,Restaurantes,21,1,0,2,0,0,5,5,8
BA,3075,BARRO ALTO,2903235.0,13932.0,21,150.73212747631354,11,52.38095238095239,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,6,0,0,0,4,2,2,7
BA,3071,AMERICA DOURADA,2901155.0,15566.0,21,134.90941796222535,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,2,0,0,1,7,3,3,5
PI,1193,SAO FRANCISCO DO PIAUI,2209708.0,5317.0,21,394.95956366372013,10,47.61904761904761,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,3,0,0,2,6,2,4,4
MG,4873,MORRO DO PILAR,3143708.0,3149.0,21,666.8783740870117,11,52.38095238095239,Microempresa,0,0.0,21,0,0,0,0,Alimentação preparada,21,7,0,0,1,6,1,2,4
MT,1084,CURVELANDIA,5103437.0,4972.0,21,422.3652453740949,8,38.095238095238095,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,5,0,0,0,3,5,0,8
RS,7393,JABOTICABA,4310850.0,3847.0,21,545.8799064205874,9,42.857142857142854,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,1,0,0,0,8,8,1,3
RS,5767,SINIMBU,4320677.0,8684.0,21,241.8240442192538,10,47.61904761904761,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,2,0,0,0,7,3,5,4
RS,8743,MATA,4312104.0,4782.0,21,439.146800501882,3,14.285714285714285,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,2,0,0,1,7,1,3,7
SC,8129,GUARUJA DO SUL,4206603.0,4888.0,21,429.62356792144027,7,33.33333333333333,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,1,1,0,0,8,2,4,5
MA,941,TURIACU,2112407.0,39070.0,21,53.74968006142821,8,38.095238095238095,Microempresa,2,9.523809523809524,19,1,1,0,0,Outros Food Service,21,1,0,3,0,4,8,0,5
PI,266,ACAUA,2200053.0,6309.0,21,332.85782215882074,14,66.66666666666666,Microempresa,1,4.761904761904762,20,1,0,0,0,Alimentação preparada,21,8,0,1,2,3,3,0,4
SP,6117,ALTAIR,3500907.0,3456.0,21,607.6388888888889,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,3,0,1,0,5,5,3,4
AL,2831,PAULO JACINTO,2706604.0,6689.0,21,313.94827328449696,12,57.14285714285714,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,0,0,0,0,11,1,1,8
GO,9637,URUTAI,5221809.0,3733.0,21,562.5502276989017,12,57.14285714285714,Microempresa,2,9.523809523809524,19,2,0,0,0,Restaurantes,21,1,1,0,1,4,3,3,8
PI,1005,ALTO LONGA,2200301.0,13723.0,21,153.0277636085404,12,57.14285714285714,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,0,0,2,5,3,2,3,6
PR,7863,SANTO ANTONIO DO PARAISO,4124301.0,2070.0,21,1014.4927536231884,8,38.095238095238095,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,1,0,0,0,8,2,4,6
BA,3701,MAIQUINIQUE,2920007.0,9007.0,21,233.15199289441546,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,1,0,0,3,3,4,0,10
MG,4169,BOTUMIRIM,3108503.0,5772.0,21,363.82536382536387,10,47.61904761904761,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,3,0,2,0,4,2,0,10
MG,4321,CHAPADA DO NORTE,3116100.0,9515.0,21,220.7041513399895,4,19.047619047619047,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,1,0,0,0,6,5,4,5
MG,576,BUGRE,3109253.0,4169.0,21,503.7179179659391,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Alimentação preparada,21,9,0,0,2,2,1,0,7
PB,2065,LAGOA DE DENTRO,2508208.0,8155.0,21,257.51072961373393,17,80.95238095238095,Microempresa,1,4.761904761904762,20,0,1,0,0,Restaurantes,21,3,0,1,2,5,1,1,8
BA,3667,JITAUNA,2918308.0,14571.0,21,144.1218859378217,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Outros Food Service,21,1,0,1,1,6,8,0,4
SE,3197,PACATUBA,2804904.0,12671.0,20,157.8407386946571,4,20.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,0,0,4,4,3,7
AL,2737,CHA PRETA,2701902.0,5996.0,20,333.555703802535,17,85.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,2,0,2,3,3,8
AL,2731,CANAPI,2701605.0,15724.0,20,127.19409819384381,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,2,1,0,1,4,7,1,4
CE,9853,QUIXELO,2311355.0,17004.0,20,117.61938367442954,11,55.00000000000001,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,0,0,0,1,5,2,4,8
MG,5075,QUELUZITO,3153806.0,1792.0,20,1116.0714285714287,9,45.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,4,0,0,0,3,5,3,5
PB,532,SERTAOZINHO,2515930.0,5378.0,20,371.8854592785422,8,40.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,4,0,0,0,6,8,0,2
RS,6013,CAMPESTRE DA SERRA,4303673.0,3311.0,20,604.0471156750227,5,25.0,Microempresa,1,5.0,19,1,0,0,0,Lanchonetes,20,1,0,0,0,7,3,3,6
RS,5797,COXILHA,4305975.0,2718.0,20,735.8351729212657,6,30.0,Microempresa,2,10.0,18,2,0,0,0,Outros Food Service,20,4,0,1,0,3,5,3,4
MA,743,BURITI BRAVO,2102309.0,22937.0,20,87.1953612067838,8,40.0,Microempresa,2,10.0,18,2,0,0,0,Lanchonetes,20,0,0,0,1,7,5,0,7
RN,1835,SAO FERNANDO,2411809.0,3612.0,20,553.7098560354375,9,45.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,4,0,0,0,7,3,1,5
MG,4735,JURAMENTO,3136801.0,3782.0,20,528.8207297726071,11,55.00000000000001,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,1,1,3,4,2,7
GO,9333,CUMARI,5206602.0,2947.0,20,678.656260604004,8,40.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,4,0,0,2,10,3,1,0
MG,5321,SENHORA DO PORTO,3166105.0,3046.0,20,656.5988181221275,14,70.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,2,0,0,0,7,4,0,7
RN,1865,SERRA NEGRA DO NORTE,2413409.0,7799.0,20,256.44313373509425,10,50.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,3,0,0,2,6,0,2,7
PI,1085,FRONTEIRAS,2204303.0,10310.0,20,193.98642095053347,8,40.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,2,0,0,0,6,8,0,4
AL,2849,PORTO REAL DO COLEGIO,2707503.0,20277.0,20,98.63392020515855,5,25.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,1,0,1,0,1,2,5,10
RS,5943,BARRA FUNDA,4301958.0,2557.0,20,782.1666014861166,6,30.0,Microempresa,1,5.0,19,0,1,0,0,Restaurantes,20,1,0,1,0,3,6,1,8
RN,1775,PARAZINHO,2408805.0,4949.0,20,404.122044857547,8,40.0,Microempresa,2,10.0,18,2,0,0,0,Alimentação preparada,20,6,1,0,0,5,3,1,4
PE,2505,PARANATAMA,2610301.0,12838.0,20,155.78750584203146,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,0,0,0,0,8,4,4,4
CE,9855,UMIRIM,2313757.0,17701.0,20,112.98796678153778,5,25.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,1,0,1,2,3,5,1,7
GO,9203,AGUA LIMPA,5200209.0,1831.0,20,1092.2992900054614,12,60.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,0,0,5,5,1,7
CE,1523,PORTEIRAS,2311108.0,18002.0,20,111.09876680368848,13,65.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,1,0,0,0,5,8,0,6
GO,9453,MARZAGAO,5212907.0,2990.0,20,668.8963210702341,10,50.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,4,0,0,1,6,4,0,5
GO,9467,MONTE ALEGRE DE GOIAS,5213509.0,6456.0,20,309.78934324659235,8,40.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,2,0,0,1,9,4,1,3
PI,330,JUAZEIRO DO PIAUI,2205516.0,5306.0,20,376.9317753486619,9,45.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,3,0,0,0,3,7,0,7
PI,1289,DOM INOCENCIO,2203453.0,9330.0,20,214.36227224008573,3,15.0,Microempresa,1,5.0,19,1,0,0,0,Alimentação preparada,20,4,0,3,0,2,3,4,4
AL,2761,IGACI,2703106.0,24442.0,20,81.82636445462728,9,45.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,0,0,0,1,11,1,2,5
PI,2279,QUEIMADA NOVA,2208650.0,8958.0,20,223.26412145568207,9,45.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,0,0,2,2,3,11
MG,4535,FREI GASPAR,3126802.0,5722.0,20,349.5281370150297,8,40.0,Microempresa,0,0.0,20,0,0,0,0,Alimentação preparada,20,6,0,0,1,5,1,1,6
MG,4525,FORTALEZA DE MINAS,3126307.0,3422.0,20,584.4535359438925,8,40.0,Microempresa,2,10.0,18,2,0,0,0,Lanchonetes,20,3,0,0,0,10,3,0,4
RS,6081,GARRUCHOS,4308656.0,2724.0,20,734.2143906020558,2,10.0,Microempresa,1,5.0,19,0,1,0,0,Alimentação preparada,20,6,0,0,0,1,3,5,5
RS,6077,TIRADENTES DO SUL,4321477.0,5188.0,20,385.50501156515037,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,1,0,0,1,2,8,0,8
MA,737,BEQUIMAO,2101905.0,19955.0,20,100.22550739163117,10,50.0,Microempresa,1,5.0,19,1,0,0,0,Outros Food Service,20,2,0,1,0,2,9,0,6
BA,3299,MULUNGU DO MORRO,2922052.0,13660.0,20,146.41288433382138,18,90.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,1,0,0,0,2,2,0,15
MG,5423,VERISSIMO,3171105.0,3476.0,20,575.3739930955121,10,50.0,Microempresa,1,5.0,19,1,0,0,0,Lanchonetes,20,2,0,0,0,10,3,1,4
MG,5421,WENCESLAU BRAZ,3172202.0,2368.0,20,844.5945945945947,9,45.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,4,0,0,0,7,4,1,4
RS,8763,NOVA BRESCIA,4313003.0,3104.0,20,644.3298969072165,5,25.0,Microempresa,1,5.0,19,0,1,0,0,Padarias e confeitaria,20,0,1,1,0,4,2,6,6
PI,1299,CABECEIRAS DO PIAUI,2202059.0,10481.0,20,190.82148649937983,15,75.0,Microempresa,2,10.0,18,2,0,0,0,Outros Food Service,20,2,0,0,0,6,7,1,4
BA,3737,MORTUGABA,2921807.0,11469.0,20,174.38311971401168,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,1,0,0,0,6,6,3,4
MA,749,CANDIDO MENDES,2102606.0,20464.0,20,97.73260359655981,14,70.0,Microempresa,4,20.0,16,2,2,0,0,Restaurantes,20,0,0,2,1,2,7,0,8
PI,2261,SANTA ROSA DO PIAUI,2209377.0,4643.0,20,430.75597673917724,10,50.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,2,0,0,1,6,4,1,6
SP,6763,NOVA GUATAPORANGA,3533106.0,2187.0,20,914.4947416552355,6,30.0,Microempresa,0,0.0,20,0,0,0,0,Alimentação preparada,20,7,0,0,2,2,4,2,3
RS,7389,LAGOAO,4311254.0,5421.0,20,368.9356207341819,15,75.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,0,0,0,2,8,7,1,2
GO,9479,MUTUNOPOLIS,5214101.0,3517.0,20,568.6664771111743,6,30.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,0,0,0,1,4,6,3,6
RN,1805,SERRA CAIADA,2410306.0,11257.0,20,177.6672292795594,9,45.0,Microempresa,1,5.0,19,0,1,0,0,Lanchonetes,20,3,0,4,1,9,1,0,2
BA,3649,JACARACI,2917409.0,14919.0,20,134.05724244252295,10,50.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,0,0,0,1,8,6,0,5
MG,4379,CORDISLANDIA,3119005.0,3225.0,20,620.1550387596899,11,55.00000000000001,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,1,2,1,1,10,3,0,2
RN,1853,SAO RAFAEL,2412807.0,7879.0,20,253.8393197106232,12,60.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,3,0,0,0,11,3,1,2
CE,1371,CATARINA,2303600.0,8667.0,20,230.76035537094728,12,60.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,1,0,2,0,7,0,4,6
MG,4135,BIAS FORTES,3106804.0,3346.0,20,597.7286312014346,5,25.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,1,2,0,0,12,0,1,4
SP,6121,ALTO ALEGRE,3501103.0,3866.0,20,517.3305742369374,8,40.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,4,0,2,0,5,6,1,2
BA,3375,BOA VISTA DO TUPIM,2903805.0,17221.0,20,116.13727425817316,4,20.0,Microempresa,0,0.0,20,0,0,0,0,Alimentação preparada,20,6,0,0,0,5,6,1,2
SP,802,JUMIRIM,3525854.0,3139.0,20,637.1455877668047,9,45.0,Microempresa,1,5.0,19,0,1,0,0,Outros Food Service,20,0,1,0,2,4,6,3,4
RS,7383,NOVA ALVORADA,4312757.0,3229.0,20,619.3868070610096,3,15.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,0,0,0,0,11,4,3,2
BA,3615,ITAMARI,2915700.0,7158.0,20,279.4076557697681,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,1,0,0,0,5,12,0,2
BA,3585,IRAJUBA,2914208.0,6211.0,20,322.00933827080985,15,75.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,2,0,0,0,5,7,0,6
RS,8413,EUGENIO DE CASTRO,4307831.0,2683.0,20,745.4342154304883,9,45.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,2,0,0,1,7,2,4,4
RS,8403,HARMONIA,4309555.0,5535.0,20,361.33694670280033,8,40.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,0,0,2,5,3,8
SP,2973,ZACARIAS,3557154.0,2784.0,20,718.3908045977012,10,50.0,Microempresa,0,0.0,20,0,0,0,0,Alimentação preparada,20,6,0,0,0,3,6,1,4
SP,6909,POPULINA,3540408.0,4179.0,20,478.5833931562575,8,40.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,5,0,0,0,11,0,0,4
BA,3327,ANGICAL,2901403.0,14183.0,20,141.013889868152,12,60.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,4,0,0,1,4,9,0,2
SP,6283,CAIUA,3509106.0,5612.0,20,356.3791874554526,10,50.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,2,0,0,0,13,2,2,1
GO,9587,SANTA TEREZA DE GOIAS,5219605.0,3120.0,20,641.025641025641,14,70.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,5,0,0,0,10,1,0,4
SE,3249,TOMAR DO GERU,2807501.0,12047.0,20,166.0164356271271,11,55.00000000000001,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,1,0,1,0,5,5,3,5
SC,8381,WITMARSUM,4219408.0,4569.0,20,437.7325454147516,6,30.0,Microempresa,2,10.0,18,2,0,0,0,Lanchonetes,20,4,0,0,0,7,5,0,4
MG,4201,CAIANA,3110103.0,5505.0,20,363.30608537693007,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,4,0,0,0,8,4,0,4
SP,6127,ALVARO DE CARVALHO,3501400.0,4906.0,20,407.6640847941296,8,40.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,4,0,0,0,7,3,2,4
MG,4757,LAMIM,3137908.0,3201.0,20,624.8047485160888,12,60.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,0,0,0,1,7,2,5,5
SC,8201,MAJOR GERCINO,4210209.0,3248.0,20,615.7635467980296,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,3,0,0,1,7,4,2,3
BA,3043,SITIO DO QUINTO,2930766.0,14504.0,20,137.89299503585218,12,60.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,2,0,1,2,3,6,1,5
MG,4139,BIQUINHAS,3107000.0,2385.0,20,838.5744234800839,17,85.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,5,0,0,1,11,0,1,2
BA,3999,WANDERLEY,2933455.0,13481.0,20,148.35694681403456,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,0,0,0,0,11,2,0,7
RO,689,NOVO HORIZONTE DO OESTE,1100502.0,7894.0,20,253.35697998479858,5,25.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,0,0,6,1,0,11
BA,3257,APUAREMA,2901957.0,7090.0,20,282.08744710860367,11,55.00000000000001,Microempresa,0,0.0,20,0,0,0,0,Alimentação preparada,20,9,0,0,1,3,1,1,5
PR,7705,MIRASELVA,4116000.0,2024.0,20,988.1422924901186,4,20.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,0,1,1,0,7,3,5,3
PR,7715,NOVA ALIANCA DO IVAI,4116505.0,1316.0,20,1519.756838905775,15,75.0,Microempresa,0,0.0,20,0,0,0,0,Alimentação preparada,20,5,0,0,2,3,5,4,1
PR,8471,SAO JOSE DAS PALMEIRAS,4125456.0,4039.0,20,495.1720722951226,4,20.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,2,0,0,0,9,2,2,5
PA,585,GARRAFAO DO NORTE,1503077.0,25565.0,20,78.23195775474281,13,65.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,0,0,5,4,0,9
GO,9781,CAMPOS VERDES,5204953.0,3747.0,20,533.7603416066187,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Outros Food Service,20,0,0,0,0,7,8,0,5
MA,122,BELA VISTA DO MARANHAO,2101772.0,12132.0,20,164.85328058028355,9,45.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,0,0,1,0,4,4,3,8
PA,391,NOVA ESPERANCA DO PIRIA,1504950.0,21346.0,20,93.694368968425,13,65.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,1,0,1,0,5,4,2,7
RS,8641,ERVAL GRANDE,4307203.0,5027.0,20,397.8516013526954,12,60.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,0,0,0,0,8,5,1,6
PA,503,OEIRAS DO PARA,1505205.0,37078.0,20,53.940341981768164,10,50.0,Microempresa,3,15.0,17,3,0,0,0,Restaurantes,20,0,0,0,4,3,6,0,7
PE,554,MANARI,2609154.0,25990.0,20,76.95267410542517,7,35.0,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,0,0,3,5,4,6
RN,418,ITAJA,2404853.0,7570.0,20,264.2007926023778,11,55.00000000000001,Microempresa,0,0.0,20,0,0,0,0,Restaurantes,20,2,0,0,0,5,2,3,8
PR,7465,CAFEARA,4103404.0,2644.0,20,756.4296520423601,9,45.0,Microempresa,0,0.0,20,0,0,0,0,Lanchonetes,20,1,0,2,0,14,3,0,0
PR,5469,SANTA LUCIA,4123824.0,3621.0,19,524.7169290251312,4,21.052631578947366,Microempresa,0,0.0,19,0,0,0,0,Restaurantes,19,1,0,0,2,4,2,3,7
PB,2157,RIACHO DOS CAVALOS,2512804.0,8813.0,19,215.5906047883808,7,36.84210526315789,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,0,0,1,0,7,7,2,2
PR,5479,NOVA LARANJEIRAS,4117057.0,12318.0,19,154.24581912648156,11,57.89473684210527,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,2,0,0,0,6,3,5,3
MG,4047,ALVORADA DE MINAS,3102407.0,4393.0,19,432.50625995902567,9,47.368421052631575,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,5,0,0,0,9,2,0,3
MG,5123,ROCHEDO DE MINAS,3156205.0,2384.0,19,796.9798657718121,4,21.052631578947366,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,3,0,0,0,8,5,2,1
MG,5181,SANTANA DOS MONTES,3159100.0,3474.0,19,546.9199769717904,8,42.10526315789473,Microempresa,1,5.263157894736842,18,1,0,0,0,Lanchonetes,19,2,0,0,1,8,1,2,5
RS,8645,ESMERALDA,4307401.0,3264.0,19,582.1078431372549,7,36.84210526315789,Microempresa,0,0.0,19,0,0,0,0,Alimentação preparada,19,5,0,0,1,4,5,1,3
RS,8607,CIRIACO,4305504.0,4208.0,19,451.5209125475285,8,42.10526315789473,Microempresa,0,0.0,19,0,0,0,0,Outros Food Service,19,1,0,0,0,4,6,4,4
PA,439,CACHOEIRA DO ARARI,1502004.0,25683.0,19,73.97889654635361,10,52.63157894736842,Microempresa,0,0.0,19,0,0,0,0,Restaurantes,19,1,0,1,2,1,3,4,7
RS,8631,DONA FRANCISCA,4306700.0,3133.0,19,606.4474944142994,12,63.1578947368421,Microempresa,0,0.0,19,0,0,0,0,Restaurantes,19,2,0,0,2,3,2,4,6
PE,2617,TUPARETAMA,2615904.0,8269.0,19,229.77385415406943,6,31.57894736842105,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,2,0,0,0,6,5,0,6
RS,8493,AMARAL FERRADOR,4300638.0,5384.0,19,352.8974739970282,7,36.84210526315789,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,0,0,0,0,9,6,1,3
CE,1255,IBARETAMA,2305266.0,12109.0,19,156.90808489553226,13,68.42105263157895,Microempresa,0,0.0,19,0,0,0,0,Outros Food Service,19,0,0,1,1,5,7,2,3
RS,7377,NOVA ROMA DO SUL,4313359.0,3545.0,19,535.9661495063469,9,47.368421052631575,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,0,0,0,1,9,1,4,4
PB,2201,SAO MIGUEL DE TAIPU,2515005.0,7326.0,19,259.35025935025936,8,42.10526315789473,Microempresa,2,10.526315789473683,17,2,0,0,0,Restaurantes,19,5,0,0,1,2,0,3,8
RN,1669,ESPIRITO SANTO,2403509.0,10964.0,19,173.29441809558554,8,42.10526315789473,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,1,0,1,0,8,3,3,3
PB,516,SANTO ANDRE,2513851.0,2714.0,19,700.0736919675755,11,57.89473684210527,Microempresa,1,5.263157894736842,18,1,0,0,0,Outros Food Service,19,0,0,4,0,4,6,0,5
PB,2101,NAZAREZINHO,2510006.0,7396.0,19,256.89561925365064,4,21.052631578947366,Microempresa,0,0.0,19,0,0,0,0,Padarias e confeitaria,19,0,0,1,0,0,4,8,6
SC,9957,JOSE BOITEUX,4209151.0,6539.0,19,290.564306468879,12,63.1578947368421,Microempresa,1,5.263157894736842,18,1,0,0,0,Alimentação preparada,19,6,0,1,0,6,4,0,2
SC,9989,SERRA ALTA,4217550.0,3374.0,19,563.1298162418494,12,63.1578947368421,Microempresa,0,0.0,19,0,0,0,0,Outros Food Service,19,0,0,0,1,2,7,4,5
PI,1111,LANDRI SALES,2205607.0,5306.0,19,358.0851865812288,8,42.10526315789473,Microempresa,0,0.0,19,0,0,0,0,Restaurantes,19,4,0,0,0,4,4,0,7
SP,6123,ALVARES FLORENCE,3501202.0,3980.0,19,477.38693467336685,9,47.368421052631575,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,4,0,0,0,8,2,3,2
BA,3011,NOVA REDENCAO,2922854.0,7634.0,19,248.88656012575322,11,57.89473684210527,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,1,0,0,0,7,2,2,7
BA,3567,ICHU,2913309.0,6439.0,19,295.07687529119426,11,57.89473684210527,Microempresa,0,0.0,19,0,0,0,0,Restaurantes,19,5,0,1,0,2,1,3,7
SP,6895,PLATINA,3539707.0,3050.0,19,622.9508196721312,8,42.10526315789473,Microempresa,0,0.0,19,0,0,0,0,Outros Food Service,19,3,0,0,1,4,5,3,3
PR,7773,PLANALTINA DO PARANA,4119707.0,4123.0,19,460.8294930875576,5,26.31578947368421,Microempresa,0,0.0,19,0,0,0,0,Alimentação preparada,19,5,0,0,0,5,5,3,1
BA,3635,ITAQUARA,2916708.0,8478.0,19,224.10945977824957,13,68.42105263157895,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,5,0,0,0,7,3,0,4
SC,8209,MATOS COSTA,4210704.0,2787.0,19,681.7366343738787,14,73.68421052631578,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,2,0,0,0,11,2,0,4
PR,7717,NOVA AMERICA DA COLINA,4116604.0,3274.0,19,580.3298717165546,8,42.10526315789473,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,3,0,0,0,5,2,5,4
MG,4833,MESQUITA,3141702.0,4934.0,19,385.0830968788002,10,52.63157894736842,Microempresa,1,5.263157894736842,18,1,0,0,0,Lanchonetes,19,2,0,0,1,6,2,3,5
CE,1329,ARNEIROZ,2301505.0,7611.0,19,249.63868085665484,6,31.57894736842105,Microempresa,0,0.0,19,0,0,0,0,Lanchonetes,19,2,0,0,2,5,5,1,4
